order_id,user_id,order_date,order_value
ord_user_0043_02,user_0043,2024-01-25,41.24
ord_user_0044_00,user_0044,2023-02-25,138.58
ord_user_0044_01,user_0044,2023-04-23,20.28
ord_user_0044_02,user_0044,2023-07-18,48.06
ord_user_0044_03,user_0044,2023-10-01,48.75
ord_user_0044_04,user_0044,2023-11-23,128.8
ord_user_0045_00,user_0045,2023-03-03,58.51
ord_user_0045_01,user_0045,2023-04-04,123.99
ord_user_0045_02,user_0045,2023-04-29,146.9
ord_user_0045_03,user_0045,2023-05-09,53.65
ord_user_0045_04,user_0045,2023-07-09,28.58
ord_user_0045_05,user_0045,2023-09-24,58.89
ord_user_0045_06,user_0045,2023-12-09,71.91
ord_user_0045_07,user_0045,2024-01-13,121.17
ord_user_0046_00,user_0046,2023-10-30,49.12
ord_user_0046_01,user_0046,2024-01-05,45.48
ord_user_0047_00,user_0047,2023-05-05,71.73
ord_user_0047_01,user_0047,2023-06-01,48.07
ord_user_0047_02,user_0047,2023-07-28,31.79
ord_user_0047_03,user_0047,2023-10-05,82.72
ord_user_0047_04,user_0047,2023-12-22,14.34
ord_user_0047_05,user_0047,2024-01-26,18.94
ord_user_0048_00,user_0048,2023-06-05,78.61
ord_user_0049_00,user_0049,2023-03-31,99.66
ord_user_0049_01,user_0049,2023-04-16,55.39
ord_user_0049_02,user_0049,2023-06-03,40.5
ord_user_0049_03,user_0049,2023-08-15,17.03
ord_user_0049_04,user_0049,2023-10-04,82.92
ord_user_0049_05,user_0049,2023-12-25,94.24
ord_user_0049_06,user_0049,2024-02-23,63.61
ord_user_0050_00,user_0050,2023-03-22,106.41
ord_user_0050_01,user_0050,2023-04-09,109.43
ord_user_0050_02,user_0050,2023-05-22,60.73
ord_user_0050_03,user_0050,2023-07-24,93.94
ord_user_0050_04,user_0050,2023-10-13,113.65
ord_user_0050_05,user_0050,2023-12-01,144.3
ord_user_0050_06,user_0050,2023-12-26,126.55
ord_user_0050_07,user_0050,2024-02-12,127.59
ord_user_0051_00,user_0051,2023-12-25,16.89
ord_user_0051_01,user_0051,2024-01-12,103.82
ord_user_0052_00,user_0052,2023-03-01,120.43
ord_user_0052_01,user_0052,2023-05-10,85.08
ord_user_0052_02,user_0052,2023-06-18,122.51
ord_user_0052_03,user_0052,2023-08-21,39.29
ord_user_0052_04,user_0052,2023-08-25,106.99
ord_user_0052_05,user_0052,2023-11-16,108.65
ord_user_0052_06,user_0052,2023-11-27,16.99
ord_user_0052_07,user_0052,2024-01-05,73.14
ord_user_0053_00,user_0053,2023-07-15,96.2
ord_user_0053_01,user_0053,2023-09-20,130.36
ord_user_0053_02,user_0053,2023-11-02,138.45
ord_user_0053_03,user_0053,2024-01-06,128.06
ord_user_0053_04,user_0053,2024-02-16,11.6
ord_user_0054_00,user_0054,2023-03-02,140.93
ord_user_0054_01,user_0054,2023-04-03,29.18
ord_user_0055_00,user_0055,2023-06-23,113.1
ord_user_0055_01,user_0055,2023-08-25,106.2
ord_user_0055_02,user_0055,2023-10-30,17.25
ord_user_0055_03,user_0055,2023-12-15,39.31
ord_user_0056_00,user_0056,2023-04-12,134.58
ord_user_0056_01,user_0056,2023-04-14,134.65
ord_user_0056_02,user_0056,2023-05-07,45.64
ord_user_0056_03,user_0056,2023-07-18,36.49
ord_user_0056_04,user_0056,2023-10-06,71.5
ord_user_0056_05,user_0056,2023-11-24,144.2
ord_user_0056_06,user_0056,2024-01-27,63.01
ord_user_0057_00,user_0057,2023-04-29,134.46
ord_user_0057_01,user_0057,2023-05-21,23.83
ord_user_0057_02,user_0057,2023-06-05,137.74
ord_user_0057_03,user_0057,2023-06-26,29.11
ord_user_0058_00,user_0058,2023-10-03,10.64
ord_user_0058_01,user_0058,2023-11-12,48.76
ord_user_0058_02,user_0058,2023-12-03,107.4
ord_user_0058_03,user_0058,2024-01-04,83.34
ord_user_0059_00,user_0059,2023-02-15,84.24
ord_user_0059_01,user_0059,2023-02-26,144.49
ord_user_0060_00,user_0060,2023-03-05,120.77
ord_user_0060_01,user_0060,2023-04-20,31.96
ord_user_0060_02,user_0060,2023-07-12,80.54
ord_user_0060_03,user_0060,2023-09-12,11.89
ord_user_0060_04,user_0060,2023-10-10,61.26
ord_user_0060_05,user_0060,2024-01-06,106.99
ord_user_0060_06,user_0060,2024-02-18,48.41
ord_user_0061_00,user_0061,2023-10-05,133.82
ord_user_0061_01,user_0061,2023-12-01,124.62
ord_user_0061_02,user_0061,2023-12-08,78.22
ord_user_0062_00,user_0062,2023-06-06,24.59
ord_user_0062_01,user_0062,2023-07-14,29.71
ord_user_0062_02,user_0062,2023-10-10,44.08
ord_user_0063_00,user_0063,2023-09-08,129.89
ord_user_0063_01,user_0063,2023-11-28,10.06
ord_user_0063_02,user_0063,2024-01-30,25.22
ord_user_0064_00,user_0064,2023-03-16,64.22
ord_user_0064_01,user_0064,2023-06-11,64.56
ord_user_0064_02,user_0064,2023-07-09,117.12
ord_user_0064_03,user_0064,2023-08-16,53.64
ord_user_0064_04,user_0064,2023-08-20,26.13
ord_user_0065_00,user_0065,2023-03-18,58.69
ord_user_0065_01,user_0065,2023-04-01,89.53
ord_user_0065_02,user_0065,2023-06-28,23.05
ord_user_0065_03,user_0065,2023-07-19,35.6
ord_user_0065_04,user_0065,2023-10-12,73.16
ord_user_0065_05,user_0065,2023-10-21,27.41
ord_user_0065_06,user_0065,2024-01-07,123.33
ord_user_0065_07,user_0065,2024-02-12,146.3
ord_user_0066_00,user_0066,2023-09-29,126.7
ord_user_0066_01,user_0066,2023-11-08,41.15
ord_user_0066_02,user_0066,2023-12-19,117.18
ord_user_0066_03,user_0066,2024-02-01,54.47
ord_user_0066_04,user_0066,2024-02-22,141.94
ord_user_0067_00,user_0067,2023-07-26,26.43
ord_user_0067_01,user_0067,2023-08-05,41.62
ord_user_0067_02,user_0067,2023-10-01,118.43
ord_user_0067_03,user_0067,2023-10-30,86.19
ord_user_0068_00,user_0068,2023-05-23,126.14
ord_user_0068_01,user_0068,2023-05-25,75.14
ord_user_0068_02,user_0068,2023-06-04,75.2
ord_user_0069_00,user_0069,2023-02-11,104.84
ord_user_0069_01,user_0069,2023-04-26,45.7
ord_user_0069_02,user_0069,2023-05-12,10.59
ord_user_0069_03,user_0069,2023-07-30,107.55
ord_user_0069_04,user_0069,2023-08-06,119.35
ord_user_0069_05,user_0069,2023-10-11,33.88
ord_user_0069_06,user_0069,2023-10-18,65.54
ord_user_0070_00,user_0070,2023-03-01,32.01
ord_user_0071_00,user_0071,2023-01-21,122.13
ord_user_0071_01,user_0071,2023-04-06,97.37
ord_user_0072_00,user_0072,2023-11-09,124.45
ord_user_0072_01,user_0072,2024-01-27,72.98
ord_user_0073_00,user_0073,2023-06-07,59.05
ord_user_0073_01,user_0073,2023-08-30,76.14
ord_user_0073_02,user_0073,2023-09-22,144.13
ord_user_0073_03,user_0073,2023-11-14,70.14
ord_user_0073_04,user_0073,2024-02-09,13.42
ord_user_0073_05,user_0073,2024-02-15,128.83
ord_user_0074_00,user_0074,2023-09-15,134.09
ord_user_0074_01,user_0074,2023-11-18,60.53
ord_user_0074_02,user_0074,2023-12-31,46.19
ord_user_0074_03,user_0074,2024-01-08,108.38
ord_user_0074_04,user_0074,2024-02-09,96.64
ord_user_0074_05,user_0074,2024-02-16,112.73
ord_user_0075_00,user_0075,2023-01-22,91.8
ord_user_0075_01,user_0075,2023-04-06,21.36
ord_user_0075_02,user_0075,2023-07-03,76.04
ord_user_0076_00,user_0076,2023-09-19,113.42
ord_user_0076_01,user_0076,2023-09-21,22.67
ord_user_0076_02,user_0076,2023-09-24,44.5
ord_user_0076_03,user_0076,2023-11-08,77.52
ord_user_0076_04,user_0076,2023-12-11,116.52
ord_user_0077_00,user_0077,2023-10-11,62.79
ord_user_0078_00,user_0078,2024-01-01,70.82
ord_user_0079_00,user_0079,2023-05-04,45.51
ord_user_0079_01,user_0079,2023-07-30,109.95
ord_user_0079_02,user_0079,2023-09-07,96.87
ord_user_0079_03,user_0079,2023-11-25,112.44
ord_user_0079_04,user_0079,2023-12-07,140.4
ord_user_0080_00,user_0080,2023-05-14,130.23
ord_user_0080_01,user_0080,2023-07-24,75.29
ord_user_0080_02,user_0080,2023-09-11,89.89
ord_user_0080_03,user_0080,2023-10-13,24.83
ord_user_0080_04,user_0080,2023-10-22,10.16
ord_user_0080_05,user_0080,2023-12-10,46.27
ord_user_0080_06,user_0080,2024-01-02,14.41
ord_user_0080_07,user_0080,2024-01-18,21.16
ord_user_0081_00,user_0081,2023-08-01,53.16
ord_user_0081_01,user_0081,2023-08-11,115.26
ord_user_0081_02,user_0081,2023-10-29,123.59
ord_user_0081_03,user_0081,2023-11-18,47.24
ord_user_0081_04,user_0081,2023-12-15,33.96
ord_user_0082_00,user_0082,2023-08-20,21.49
ord_user_0082_01,user_0082,2023-11-14,93.5
ord_user_0082_02,user_0082,2023-11-26,76.7
ord_user_0082_03,user_0082,2023-12-03,102.39
ord_user_0082_04,user_0082,2023-12-27,118.47
ord_user_0083_00,user_0083,2023-12-19,77.36
ord_user_0083_01,user_0083,2023-12-26,91.1
ord_user_0084_00,user_0084,2023-06-03,10.32
ord_user_0084_01,user_0084,2023-07-22,101.22
ord_user_0084_02,user_0084,2023-10-06,10.06
ord_user_0084_03,user_0084,2023-11-09,101.95
ord_user_0084_04,user_0084,2023-12-13,67.15
ord_user_0084_05,user_0084,2024-01-27,138.67
ord_user_0084_06,user_0084,2024-02-28,104.76
ord_user_0085_00,user_0085,2024-01-01,90.01
ord_user_0086_00,user_0086,2023-01-12,90.0
ord_user_0086_01,user_0086,2023-01-19,28.23
ord_user_0086_02,user_0086,2023-02-13,130.25
ord_user_0086_03,user_0086,2023-02-21,135.94
ord_user_0086_04,user_0086,2023-03-28,122.37
ord_user_0086_05,user_0086,2023-04-22,76.41
ord_user_0086_06,user_0086,2023-05-04,20.33
ord_user_0086_07,user_0086,2023-06-03,30.85
ord_user_0086_08,user_0086,2023-07-25,135.73
ord_user_0086_09,user_0086,2023-08-30,20.26
ord_user_0086_10,user_0086,2023-11-04,96.07
ord_user_0086_11,user_0086,2024-01-03,101.25
ord_user_0086_12,user_0086,2024-01-25,10.57
ord_user_0086_13,user_0086,2024-02-14,132.61
ord_user_0087_00,user_0087,2023-09-24,20.62
ord_user_0087_01,user_0087,2023-11-21,59.99
ord_user_0087_02,user_0087,2024-01-04,102.96
ord_user_0087_03,user_0087,2024-01-28,128.34
ord_user_0088_00,user_0088,2023-02-25,75.92
ord_user_0089_00,user_0089,2023-11-25,28.4
ord_user_0089_01,user_0089,2023-12-11,122.0
ord_user_0089_02,user_0089,2023-12-12,118.91
ord_user_0089_03,user_0089,2024-01-03,147.99
ord_user_0089_04,user_0089,2024-01-14,19.31
ord_user_0089_05,user_0089,2024-02-07,17.79
ord_user_0089_06,user_0089,2024-02-10,55.65
ord_user_0090_00,user_0090,2023-04-22,12.55
ord_user_0091_00,user_0091,2023-12-11,99.45
ord_user_0091_01,user_0091,2024-02-21,82.5
ord_user_0092_00,user_0092,2023-12-05,84.99
ord_user_0092_01,user_0092,2023-12-22,64.54
ord_user_0093_00,user_0093,2023-06-21,135.76
ord_user_0093_01,user_0093,2023-08-28,25.79
ord_user_0093_02,user_0093,2023-09-07,75.0
ord_user_0093_03,user_0093,2023-11-17,101.07
ord_user_0093_04,user_0093,2024-01-03,149.52
ord_user_0093_05,user_0093,2024-01-10,27.47
ord_user_0093_06,user_0093,2024-02-26,76.71
ord_user_0094_00,user_0094,2023-06-25,11.54
ord_user_0094_01,user_0094,2023-07-18,75.28
ord_user_0094_02,user_0094,2023-09-05,56.22
ord_user_0094_03,user_0094,2023-11-02,64.51
ord_user_0094_04,user_0094,2023-12-31,115.44
ord_user_0095_00,user_0095,2023-07-09,10.75
ord_user_0095_01,user_0095,2023-09-18,72.43
ord_user_0095_02,user_0095,2023-10-22,93.06
ord_user_0095_03,user_0095,2023-12-16,33.26
ord_user_0095_04,user_0095,2023-12-21,59.55
ord_user_0096_00,user_0096,2023-11-24,56.88
ord_user_0096_01,user_0096,2024-01-18,137.65
ord_user_0097_00,user_0097,2023-07-21,25.1
ord_user_0097_01,user_0097,2023-07-31,34.67
ord_user_0097_02,user_0097,2023-09-16,109.73
ord_user_0097_03,user_0097,2023-10-02,21.47
ord_user_0097_04,user_0097,2023-12-02,118.69
ord_user_0097_05,user_0097,2023-12-07,148.55
ord_user_0097_06,user_0097,2024-02-08,141.15
ord_user_0097_07,user_0097,2024-03-01,65.54
ord_user_0098_00,user_0098,2023-07-29,94.51
ord_user_0098_01,user_0098,2023-08-10,140.12
ord_user_0099_00,user_0099,2023-02-05,24.0
ord_user_0099_01,user_0099,2023-02-26,105.38
ord_user_0099_02,user_0099,2023-03-14,130.2
ord_user_0099_03,user_0099,2023-04-27,97.91
ord_user_0099_04,user_0099,2023-07-04,116.08
ord_user_0099_05,user_0099,2023-08-14,118.62
ord_user_0099_06,user_0099,2023-08-22,39.78
ord_user_0099_07,user_0099,2023-10-08,98.64
ord_user_0099_08,user_0099,2024-01-05,41.92
ord_user_0099_09,user_0099,2024-02-22,142.44
ord_user_0100_00,user_0100,2023-03-08,144.18
ord_user_0100_01,user_0100,2023-05-05,74.05
ord_user_0100_02,user_0100,2023-05-22,90.24
ord_user_0100_03,user_0100,2023-08-15,144.81
ord_user_0100_04,user_0100,2023-10-14,104.78
ord_user_0100_05,user_0100,2023-10-18,141.24
ord_user_0100_06,user_0100,2024-01-03,100.76
ord_user_0101_00,user_0101,2023-05-07,50.07
ord_user_0101_01,user_0101,2023-07-07,50.62
ord_user_0101_02,user_0101,2023-08-21,72.35
ord_user_0101_03,user_0101,2023-10-03,68.46
ord_user_0101_04,user_0101,2024-01-01,17.34
ord_user_0101_05,user_0101,2024-02-22,23.66
ord_user_0101_06,user_0101,2024-02-27,53.33
ord_user_0102_00,user_0102,2023-03-01,17.24
ord_user_0102_01,user_0102,2023-05-08,13.74
ord_user_0102_02,user_0102,2023-07-31,61.33
ord_user_0102_03,user_0102,2023-09-10,103.72
ord_user_0102_04,user_0102,2023-09-13,103.84
ord_user_0103_00,user_0103,2023-05-29,108.8
ord_user_0103_01,user_0103,2023-08-10,14.52
ord_user_0103_02,user_0103,2023-11-06,135.95
ord_user_0103_03,user_0103,2023-11-14,76.36
ord_user_0103_04,user_0103,2024-01-17,37.76
ord_user_0103_05,user_0103,2024-01-24,72.0
ord_user_0104_00,user_0104,2023-04-03,124.84
ord_user_0104_01,user_0104,2023-05-21,38.58
ord_user_0104_02,user_0104,2023-05-24,18.61
ord_user_0104_03,user_0104,2023-08-22,98.21
ord_user_0104_04,user_0104,2023-08-26,122.18
ord_user_0104_05,user_0104,2023-10-22,105.3
ord_user_0104_06,user_0104,2023-12-22,119.49
ord_user_0104_07,user_0104,2024-01-13,138.01
ord_user_0104_08,user_0104,2024-01-23,34.77
ord_user_0105_00,user_0105,2023-01-10,86.26
ord_user_0105_01,user_0105,2023-03-24,64.58
ord_user_0105_02,user_0105,2023-05-11,120.96
ord_user_0105_03,user_0105,2023-06-03,115.83
ord_user_0105_04,user_0105,2023-07-07,43.49
ord_user_0105_05,user_0105,2023-10-05,24.96
ord_user_0105_06,user_0105,2023-10-09,104.77
ord_user_0105_07,user_0105,2023-11-16,134.22
ord_user_0105_08,user_0105,2024-02-05,25.77
ord_user_0106_00,user_0106,2023-03-19,115.16
ord_user_0106_01,user_0106,2023-05-06,26.25
ord_user_0106_02,user_0106,2023-06-02,45.38
ord_user_0106_03,user_0106,2023-06-03,54.49
ord_user_0106_04,user_0106,2023-06-11,100.22
ord_user_0106_05,user_0106,2023-07-22,74.24
ord_user_0106_06,user_0106,2023-10-13,11.94
ord_user_0106_07,user_0106,2023-12-19,53.08
ord_user_0106_08,user_0106,2024-01-04,45.06
ord_user_0106_09,user_0106,2024-01-11,73.35
ord_user_0107_00,user_0107,2023-03-02,113.7
