user_id,signup_date,user_type
user_0560,2023-04-08,Corporate
user_0561,2023-05-23,Premium
user_0562,2023-12-02,Premium
user_0563,2023-06-02,Corporate
user_0564,2023-03-12,Premium
user_0565,2023-01-27,Corporate
user_0566,2023-11-23,Premium
user_0567,2023-08-31,Corporate
user_0568,2023-04-17,Premium
user_0569,2023-03-07,Premium
user_0570,2023-01-09,Corporate
user_0571,2023-08-22,Corporate
user_0572,2023-07-14,Premium
user_0573,2023-10-04,Basic
user_0574,2023-09-04,Premium
user_0575,2023-09-12,Corporate
user_0576,2023-02-26,Premium
user_0577,2023-08-06,Corporate
user_0578,2023-11-29,Premium
user_0579,2023-07-30,Premium
user_0580,2023-09-20,Premium
user_0581,2023-11-07,Corporate
user_0582,2023-10-05,Premium
user_0583,2023-05-16,Basic
user_0584,2023-07-13,Basic
user_0585,2023-08-11,Premium
user_0586,2023-02-05,Premium
user_0587,2023-10-24,Basic
user_0588,2023-07-18,Basic
user_0589,2023-12-11,Corporate
user_0590,2023-04-01,Premium
user_0591,2023-03-09,Basic
user_0592,2023-08-31,Premium
user_0593,2023-07-27,Premium
user_0594,2023-06-25,Corporate
user_0595,2023-02-09,Corporate
user_0596,2023-07-18,Basic
user_0597,2023-05-23,Basic
user_0598,2023-12-30,Premium
user_0599,2023-05-31,Basic
user_0600,2023-05-23,Premium
user_0601,2023-03-30,Premium
user_0602,2023-06-23,Basic
user_0603,2023-01-10,Basic
user_0604,2023-08-01,Basic
user_0605,2023-10-11,Basic
user_0606,2023-10-04,Basic
user_0607,2023-02-23,Basic
user_0608,2023-09-26,Premium
user_0609,2023-01-20,Basic
user_0610,2023-11-30,Premium
user_0611,2023-08-18,Basic
user_0612,2023-09-24,Basic
user_0613,2023-09-26,Basic
user_0614,2023-04-30,Corporate
user_0615,2023-06-27,Corporate
user_0616,2023-05-05,Basic
user_0617,2023-04-14,Corporate
user_0618,2023-03-10,Premium
user_0619,2023-10-19,Corporate
user_0620,2023-11-10,Premium
user_0621,2023-11-26,Premium
user_0622,2023-03-25,Premium
user_0623,2023-09-24,Basic
user_0624,2023-06-09,Premium
user_0625,2023-02-13,Basic
user_0626,2023-01-07,Corporate
user_0627,2023-10-23,Premium
user_0628,2023-11-02,Premium
user_0629,2023-05-21,Corporate
user_0630,2023-10-20,Basic
user_0631,2023-03-25,Corporate
user_0632,2023-02-21,Basic
user_0633,2023-02-22,Corporate
user_0634,2023-05-16,Premium
user_0635,2023-09-17,Corporate
user_0636,2023-08-21,Basic
user_0637,2023-07-19,Basic
user_0638,2023-02-09,Basic
user_0639,2023-12-16,Basic
user_0640,2023-05-04,Basic
user_0641,2023-07-25,Premium
user_0642,2023-12-09,Corporate
user_0643,2023-11-14,Premium
user_0644,2023-12-08,Corporate
user_0645,2023-09-23,Premium
user_0646,2023-02-13,Basic
user_0647,2023-01-28,Corporate
user_0648,2023-12-11,Premium
user_0649,2023-04-29,Basic
user_0650,2023-06-21,Corporate
user_0651,2023-11-15,Corporate
user_0652,2023-11-15,Premium
user_0653,2023-12-02,Corporate
user_0654,2023-11-17,Corporate
user_0655,2023-04-03,Corporate
user_0656,2023-04-26,Premium
user_0657,2023-12-09,Basic
user_0658,2023-10-24,Basic
user_0659,2023-06-04,Basic
user_0660,2023-05-23,Corporate
user_0661,2023-06-04,Premium
user_0662,2023-12-19,Basic
user_0663,2023-03-19,Basic
user_0664,2023-05-24,Corporate
user_0665,2023-05-07,Corporate
user_0666,2023-06-09,Corporate
user_0667,2023-07-07,Premium
user_0668,2023-08-18,Corporate
user_0669,2023-08-12,Basic
user_0670,2023-09-28,Corporate
user_0671,2023-01-08,Premium
user_0672,2023-05-21,Basic
user_0673,2023-11-13,Basic
user_0674,2023-08-06,Premium
user_0675,2023-01-03,Premium
user_0676,2023-05-26,Corporate
user_0677,2023-11-11,Premium
user_0678,2023-06-10,Premium
user_0679,2023-12-29,Basic
user_0680,2023-01-24,Premium
user_0681,2023-07-20,Basic
user_0682,2023-11-23,Corporate
user_0683,2023-09-19,Basic
user_0684,2023-03-24,Basic
user_0685,2023-03-25,Premium
user_0686,2023-11-10,Corporate
user_0687,2023-01-11,Basic
user_0688,2023-05-20,Premium
user_0689,2023-10-27,Premium
user_0690,2023-08-25,Premium
user_0691,2023-05-12,Premium
user_0692,2023-01-17,Premium
user_0693,2023-12-21,Basic
user_0694,2023-04-29,Corporate
user_0695,2023-12-25,Basic
user_0696,2023-08-26,Premium
user_0697,2023-11-20,Premium
user_0698,2023-10-25,Basic
user_0699,2023-09-04,Basic
user_0700,2023-08-28,Basic
user_0701,2023-05-07,Corporate
user_0702,2023-12-11,Premium
user_0703,2023-11-23,Premium
user_0704,2023-03-07,Basic
user_0705,2023-07-02,Basic
user_0706,2023-07-09,Premium
user_0707,2023-03-26,Premium
user_0708,2023-11-18,Basic
user_0709,2023-03-08,Premium
user_0710,2023-01-08,Premium
user_0711,2023-01-20,Basic
user_0712,2023-12-19,Premium
user_0713,2023-02-20,Basic
user_0714,2023-07-22,Basic
user_0715,2023-08-11,Basic
user_0716,2023-06-18,Corporate
user_0717,2023-12-17,Premium
user_0718,2023-04-15,Premium
user_0719,2023-09-15,Basic
user_0720,2023-04-27,Corporate
user_0721,2023-10-25,Basic
user_0722,2023-01-01,Basic
user_0723,2023-07-22,Corporate
user_0724,2023-05-03,Corporate
user_0725,2023-03-20,Corporate
user_0726,2023-06-05,Basic
user_0727,2023-02-24,Premium
user_0728,2023-01-18,Basic
user_0729,2023-12-24,Premium
user_0730,2023-01-04,Basic
user_0731,2023-09-18,Premium
user_0732,2023-03-25,Corporate
user_0733,2023-06-09,Basic
user_0734,2023-09-21,Basic
user_0735,2023-04-01,Basic
user_0736,2023-04-24,Basic
user_0737,2023-05-14,Corporate
user_0738,2023-07-19,Corporate
user_0739,2023-10-24,Corporate
user_0740,2023-12-31,Corporate
user_0741,2023-01-10,Basic
user_0742,2023-05-27,Corporate
user_0743,2023-05-05,Basic
user_0744,2023-05-09,Corporate
user_0745,2023-04-21,Corporate
user_0746,2023-12-22,Corporate
user_0747,2023-06-29,Corporate
user_0748,2023-06-14,Basic
user_0749,2023-08-09,Basic
user_0750,2023-02-12,Corporate
user_0751,2023-06-02,Premium
user_0752,2023-01-24,Premium
user_0753,2023-05-21,Basic
user_0754,2023-09-30,Basic
user_0755,2023-10-24,Corporate
user_0756,2023-11-30,Basic
user_0757,2023-04-21,Corporate
user_0758,2023-08-17,Corporate
user_0759,2023-11-30,Corporate
user_0760,2023-11-08,Basic
user_0761,2023-05-31,Basic
user_0762,2023-04-02,Basic
user_0763,2023-09-10,Basic
user_0764,2023-05-01,Corporate
user_0765,2023-05-13,Corporate
user_0766,2023-09-20,Premium
user_0767,2023-04-04,Basic
user_0768,2023-08-01,Premium
user_0769,2023-11-14,Basic
user_0770,2023-08-29,Corporate
user_0771,2024-01-01,Premium
user_0772,2023-04-29,Premium
user_0773,2023-08-07,Basic
user_0774,2023-04-03,Premium
user_0775,2023-03-05,Basic
user_0776,2023-01-16,Premium
user_0777,2023-11-25,Corporate
user_0778,2023-12-08,Premium
user_0779,2023-12-04,Premium
user_0780,2023-08-23,Basic
user_0781,2023-11-24,Basic
user_0782,2023-11-01,Premium
user_0783,2023-10-20,Basic
user_0784,2023-10-01,Basic
user_0785,2023-10-03,Basic
user_0786,2023-07-31,Corporate
user_0787,2023-11-14,Premium
user_0788,2023-03-07,Corporate
user_0789,2023-06-26,Corporate
user_0790,2023-05-25,Corporate
user_0791,2023-10-09,Premium
user_0792,2023-06-17,Basic
user_0793,2023-12-03,Basic
user_0794,2023-02-12,Premium
user_0795,2023-07-03,Corporate
user_0796,2023-02-11,Corporate
user_0797,2023-10-18,Basic
user_0798,2023-08-19,Basic
user_0799,2023-10-26,Corporate
user_0800,2023-06-19,Basic
user_0801,2023-12-05,Basic
user_0802,2023-11-04,Basic
user_0803,2023-03-06,Corporate
user_0804,2023-04-08,Basic
user_0805,2023-09-07,Basic
user_0806,2023-10-18,Premium
user_0807,2023-09-28,Premium
user_0808,2023-01-03,Premium
user_0809,2023-06-19,Corporate
user_0810,2023-07-13,Premium
user_0811,2023-12-26,Premium
user_0812,2023-04-19,Basic
user_0813,2023-11-09,Premium
user_0814,2023-03-04,Premium
user_0815,2023-10-13,Basic
user_0816,2023-11-11,Premium
user_0817,2023-09-08,Corporate
user_0818,2023-02-14,Basic
user_0819,2023-11-06,Basic
user_0820,2023-09-09,Corporate
user_0821,2023-07-20,Premium
user_0822,2023-05-11,Corporate
user_0823,2023-11-14,Corporate
user_0824,2023-11-11,Premium
user_0825,2023-05-12,Basic
user_0826,2023-01-03,Corporate
user_0827,2023-04-06,Corporate
user_0828,2023-03-15,Corporate
user_0829,2023-02-07,Premium
user_0830,2023-06-29,Corporate
user_0831,2023-10-07,Basic
user_0832,2023-06-30,Corporate
user_0833,2023-12-21,Basic
user_0834,2023-04-16,Premium
user_0835,2023-06-02,Corporate
user_0836,2023-10-01,Premium
user_0837,2023-06-06,Basic
user_0838,2023-04-10,Corporate
user_0839,2023-03-30,Corporate
user_0840,2023-05-17,Premium
user_0841,2023-05-12,Premium
user_0842,2023-04-01,Corporate
user_0843,2023-05-03,Corporate
user_0844,2023-03-17,Corporate
user_0845,2023-06-08,Basic
user_0846,2023-01-02,Premium
user_0847,2023-01-23,Basic
user_0848,2023-03-06,Basic
user_0849,2023-06-20,Corporate
user_0850,2023-03-23,Basic
user_0851,2023-11-26,Basic
user_0852,2023-06-03,Corporate
user_0853,2023-09-16,Premium
user_0854,2023-07-23,Premium
